Generated Query,First Document,Mean Content Precision,Mean Content Recall,Mean Content F1,First Exercise,Mean Exercise Precision,Mean Exercise Recall,Mean Exercise F1
"Considering the growing global concern about environmental sustainability and the depletion of non-renewable resources, examine the role of fossil fuels in global energy consumption. Next, discuss the impact of the extensive use of these non-renewable resources on the environment and the economy. Conclude your answer by proposing at least three feasible strategies that nations, specifically developing countries, could implement to reduce their reliance on non-renewable energy sources like coal, oil, and natural gas, transitioning towards more sustainable energy solutions. Include","#### Non-renewable energy sources:  
These refer to sources of energy that cannot be re-used. They are non-renewable because their formation takes a long time, usually millions of years. Fossil fuels such as coal, oil and natural gas are non-renewable sources of energy. They originate from remains of plants and animals which have decomposed for a long time under high pressure and heat. These energy sources are described in the following sub-sections.",tensor(0.5467),tensor(0.5201),tensor(0.5322),"With examples, distinguish between renewable and non-renewable sources of power.",tensor(0.6239),tensor(0.4402),tensor(0.5161)
"What is the primary livestock rearing system used in Australia, as mentioned in the textbook?","In both countries, dairy farming is practised where there is adequate water supply and plenty of pasture. Overall, the development of the livestock-keeping sector is important in both countries. Moreover, the two countries practise livestock at both the subsistence and commercial levels. The animals and their products can be used to meet family needs and sometimes be sold to raise revenue. In Tanzania, sedentary livestock-keeping is practised in densely populated areas and, hence, with a shortage of land such as the slopes of Mount Kilimanjaro and the Southern Highlands whereas in Australia it is practised specifically in the South East of the country.",tensor(0.4099),tensor(0.4912),tensor(0.4468),"Traditional livestock farming is practised in areas where there is:
(a) Very low rainfall
(b) Heavy rainfall
(c) No rainfall
(d) Dry lands",tensor(0.5025),tensor(0.4834),tensor(0.4894)
True or False: Commercial livestock-keeping provides employment opportunities and contributes to government revenue.,"#### Advantages of commercial livestock-keeping:  
Commercial livestock-keeping acts as a source of raw materials for industries such as food processing, shoe, and cloth making. It is one of the sectors which employs people and serves as a source of government revenue. Commercial livestock-keeping provides food products such as meat and milk consumed by households and industries. Moreover, it contributes to the production of goods such as shoes, bags, and animal foods. The benefits of commercial livestock-keeping include the ability to utilize breeds that can enhance reproductive performance. This practice also stimulates the development of transport and communication. Commercial livestock-keeping also facilitates the control of diseases and pests because it limits animal movement. It also uses high technology and scientific methods in management.",tensor(0.4687),tensor(0.6089),tensor(0.5294),Describe the primary purposes for keeping cattle.,tensor(0.5141),tensor(0.4412),tensor(0.4747)
"Explain how the manufacturing industry contributes to the economic development of a country by discussing its role in employment generation, economic diversification, promoting science and technology, and infrastructure development.","### The importance of manufacturing industries:  
- (a) Manufacturing industries are sources of employment for both skilled and unskilled labour. These employees can raise their standards of living and improve quality of life with the income they earn. The income they earn caters for basic needs such as food, shelter, clothes and education.
- (b) Manufacturing industries also lead to the diversification of the country’s economy due to their potentials for promoting other sectors of the economy. This reduces over-dependence on one or two economic sectors, which can be affected by fluctuation of prices in the world market.
- (c) Manufacturing industries enable countries to process locally produced raw materials before they are exported. This process helps to add value to the exports.",tensor(0.4866),tensor(0.5842),tensor(0.5305),Describe any four factors contributing to the development of manufacturing industries.,tensor(0.6174),tensor(0.5087),tensor(0.5578)
List three river basin development projects mentioned in the textbook and the countries they are located in.,"#### Requirements for establishing a river basin project  
As river basin projects serve social and economic purposes, they need to be carefully designed by observing a number of issues. The following are some of the requirements which should be observed when establishing a river basin project:  
- Construction of dams for retaining water.
- Removal of silt or mud from the river or dam (dredging).
- For transport purposes, the river channels should be straightened and widened so that they can accommodate more water.
- Trees should be planted on marginal land, hill slopes, and riverbanks. This will help to control soil erosion and check the movement of surface run-off, to reduce or prevent silting and flooding.  
If such requirements are observed, river basin projects will achieve the expected benefits.",tensor(0.3934),tensor(0.5101),tensor(0.4442),Explain what a river basin development project is.,tensor(0.6538),tensor(0.5551),tensor(0.5988)
Describe how biogas is produced and utilized in Tanzania.,"### Hydro-electric power and biogas in Tanzania:  
Hydro-electric power, as discussed earlier, is produced by utilizing the power of fast-moving water such as a waterfall. HEP is one of the main sources of power in Tanzania. In Tanzania, electricity generation depends heavily on HEP. However, this type of energy cannot be relied upon in times of drought. The government through the Tanzania Electric Supply Company (TANESCO), a parastatal organization, manages the HEP across the country. The company produces hydro-electricity from natural waterfalls or man-made dams and supplies it to the users in the country.",tensor(0.3749),tensor(0.5951),tensor(0.4597),List and locate on a map major hydro-electric power stations in Tanzania.,tensor(0.6086),tensor(0.6681),tensor(0.6369)
"Discuss in detail the various ways in which ocean water is economically important, considering aspects like transportation, resource exploitation, and energy generation as mentioned in your textbook. Be sure to include examples and detailed explanations to illustrate the economic impacts of these uses.","on lakes and oceans facilitates the importation and exportation of various goods such as machines and vehicles. In fact, water as a means of transport is likely to reduce the transport cost compared to other means of transport and, hence, contribute meaningfully to economic growth. Water is the habitat for aquatic organisms such as fish which are useful to human beings. Usually, water bodies such as oceans, sea, lakes, rivers, dams and ponds attract fishing and, hence, fishing related activities. Fishing provides human beings with food and income through local selling and exportation of fishing products. In addition, water is used for trading which supports local communities to earn income and the government to get the much-needed revenue.",tensor(0.4795),tensor(0.4801),tensor(0.4797),Mention any five major ocean routes in the world.,tensor(0.5423),tensor(0.3953),tensor(0.4568)
"Your question does not relate to the provided course content in Tanzanian Form 2 geography textbooks about using water wells for geothermal energy. The text provided discusses geothermal energy generation through hot rock boreholes and natural hot fountains in specific areas, but does not mention the use of typical water wells for geothermal energy extraction. If you have any other questions related to the course topics, please let me know!","Geothermal energy: Geothermal energy refers to the heat energy generated and stored in the earth. Tapping this energy involves pumping cold water into hot rock boreholes and extracting the steam through another borehole. Due to the force by which the hot water comes out, it has the ability to drive turbines to generate electricity. Geothermal power production is mostly found in volcanic areas. Geothermal evidence in Tanzania is found in Mara, Manyara, Mbeya, and Rukwa. In these areas, water naturally flows out as hot fountains. Geothermal evidence is also found in Kenya, South-Eastern Nigeria, Madagascar, USA, New Zealand, and Iceland. Figure 8.3 shows a geothermal plant generating electricity. Geothermal energy can be used for domestic purposes or on a large scale by industries. It was used during earliest times for bathing and space heating. The biggest disadvantage with geothermal energy is that it can only be produced at selected sites.",tensor(0.4819),tensor(0.4835),tensor(0.4817),"Briefly, explain four uses of power and energy from different sources.",tensor(0.5394),tensor(0.3979),tensor(0.4579)
Define measures for enhancing tourist access to attractions as mentioned in the textbook.,"#### Improved infrastructure:  
The government has also invested in the improvement of infrastructure to facilitate access to tourist attractions. For example, there is a luxury train that runs between Swakopmund and Windhoek. Also, Air Namibia offers several scheduled domestic flights to enhance tourist movements. The private sector is also working closely with the government to improve accommodation facilities.",tensor(0.4282),tensor(0.5424),tensor(0.4775),"In a group of ten students, pair and share three major tourist attractions of a selected region in Tanzania.",tensor(0.5313),tensor(0.5151),tensor(0.5201)
True or False: Cloves require a dry climate and low humidity to thrive.,"#### Conditions for growing cloves:  
Cloves require a humid tropical climate with annual average temperatures of between 20°C and 30°C. They prefer well distributed rainfall, which is ideal for flowering. In this regard, the annual rainfall should range from 1,500 mm – 2,500 mm. In addition, cloves require deep loamy soils with high humus content and well-drained black loam soils of semi-forest regions. Cloves need good drainage and prefer partial shade and a cooler climate.",tensor(0.3965),tensor(0.5497),tensor(0.4600),"Write True or False for the following statement:  
Palm oil tree is a tropical plant that originated from South Africa.",tensor(0.4416),tensor(0.4408),tensor(0.4406)
True or False: The nomadic pastoralists control breeding to prevent animal diseases effectively.,"Nomadic pastoralism involves continual movement of pastoralists with large numbers of animals from place to place in search of pasture and water. People involved in this practice are called nomads or pastoralists. Tribes which practise nomadic pastoralism include the Maasai, Barbaig, Kwavi, and Karamajong. Nomadic pastoralism is mostly practised in sparsely populated areas where the natural vegetation is mainly grass and bushes and, sometimes, scattered trees. In these areas, rainfall is very low and unreliable. The pastoralists follow specific routes in their movements. Figure 2.10 shows a large herd of cattle. The animals kept by pastoralists are a source of food and income through the selling of animals and their products. Major products from animals are meat and milk. The pastoralists spend the money they earn to meet family needs such as buying cereals, paying school fees, and meeting health expenses. In addition, the cattle raised are used for paying bride price and giving gifts",tensor(0.4348),tensor(0.5700),tensor(0.4931),"Examples of societies that do not practise sedentary farming are:
(a) Sukuma, Gogo and Nyamwezi
(b) Chagga, Meru and Bena
(c) Sukuma, Meru and Nyamwezi
(d) Turkana, Maasai, Karamajong.",tensor(0.4788),tensor(0.4862),tensor(0.4754)
Name four tree species commonly found in equatorial rainforests.,"#### Characteristics of a tropical monsoon forest  
A monsoon forest has characteristics that distinguish it from other types of forests. Monsoon forests contain thick undergrowth of shrubs and small trees. This poses a challenge to people and animals when it comes to passing through these forests. However, the forest is more open compared to equatorial rainforests. The main trees in these forests are teak, acacia, casuarina, and bamboo. Trees in this forest are moderately tall compared to trees of other types of forests. They grow up to 30 meters high. Trees are not as close as in tropical evergreen forests. Due to this reason, the undergrowth tends to be a bit thick.",tensor(0.3697),tensor(0.5608),tensor(0.4440),Draw a map of Africa and shade areas where equatorial forests are found.,tensor(0.4897),tensor(0.5937),tensor(0.5339)
"True or False: In the method of crushing and grinding for gold processing, sodium cyanide is added to dissolve the gold particles.","### Methods of mineral processing  
Mineral processing involves separating valuable minerals from other materials. There are different methods through which minerals can be processed as described below.",tensor(0.4712),tensor(0.5623),tensor(0.5115),"Write True or False for the following statement:  
Gold and copper are examples of non-metallic minerals.",tensor(0.5253),tensor(0.4501),tensor(0.4838)
"True or False: Japan is the leading car producer in the world, surpassing other countries like Germany and the United States of America.","### Factors contributing to the development of industries in Japan  
The growth of car manufacturing industries in Japan has been facilitated by the following factors:  
- Power supply: Japan has a good supply of reliable power to support industrial development. The country has well-developed hydroelectric power and nuclear energy to provide power for industries.
- Harbours: Japan has natural harbours for large ships that enhance the importation and exportation of both raw materials and manufactured products in large quantities.
- Reliable market: Car manufacturing industries in Japan have a reliable market both within and outside the country. The growing Japanese population offers a market for manufactured cars. Moreover, the quality and availability of spare parts from Japan guarantee the ever-growing market almost all over the world.",tensor(0.4402),tensor(0.5571),tensor(0.4909),Explain any five factors contributing to the development of industries in Japan.,tensor(0.4624),tensor(0.4352),tensor(0.4474)
True or False: Gypsum is primarily mined for use in the production of wallboards in the non-metallic mineral mining industry.,"#### Mining  
Mining is a process of extracting valuable geological substances from the crust of the earth. The extracted materials may be minerals, fossil fuels, and other geological materials. However, not all geological substances are categorized as minerals. In science, a mineral has specific characteristics such as being solid, inorganic, naturally occurring, has definite chemical composition and ordered internal structure. Although oil, coal and natural gas do not possess most of these characteristics, they may be categorized as minerals. From a non-scientific view, a mineral refers to a non-living naturally occurring resource from the earth. As such, oil, coal, and natural gas also qualify to be called mineral resources. Thus, petroleum and natural gas which are discussed as case studies in this chapter are treated as minerals. Mining in a wider sense includes extraction of any non-renewable resource such as petroleum, natural gas, or even water.",tensor(0.4687),tensor(0.5844),tensor(0.5198),"Write True or False for the following statement:  
Gold and copper are examples of non-metallic minerals.",tensor(0.4952),tensor(0.4903),tensor(0.4922)
True,"#### Types of manufacturing industries in East Africa:  
There are different types of manufacturing industries in East Africa. They can be grouped as follows:
i. Food and beverage industries
ii. Chemical industries
iii. Textile industries
iv. Mineral extraction industries
v. Iron and steel industries: They make iron and steel bars, wires, and other iron and steel products.
vi. Lumbering industries: These industries deal with the production of timber, wood pulp and other products from wood. Paper industries rely on softwood which grows fast.
vii. Fuel and power industries: These industries deal with the extraction of oil, petroleum, coal, natural gas, and refining and generation of power from various sources such as steam and coal.",tensor(0.1982),tensor(0.2763),tensor(0.2291),List four characteristics of large-scale agriculture and give three examples of plantation agriculture in Africa.,tensor(0.2528),tensor(0.3172),tensor(0.2813)
Define the term 'fluctuation of river volume' and explain how it poses a challenge to power and energy harnessing in Tanzania.,"### Addressing challenges to power and energy harnessing in Tanzania:  
Despite the challenges to harnessing power and energy, the following are some of the solutions to the challenges facing power and energy harnessing in Tanzania.  
Alternative sources of power: Alternative sources of power to support the existing sources should be explored to meet the increasing power demand in Tanzania. By 2013, the annual power demand increase was between 10 percent and 15 percent. The demand for power and energy is expected to increase because of the new industries that are to be constructed.  
Funds allocation for exploration: The government is required to allocate adequate funds for exploring other sources of power. Tanzania is endowed with many power and energy sources, which have not been yet harnessed due to lack of capital.  
Training of skilled personnel: More young Tanzanians should be trained on HEP and biogas exploration and production.",tensor(0.4604),tensor(0.5499),tensor(0.5006),Explain how challenges facing power and energy production in Tanzania can be addressed.,tensor(0.7879),tensor(0.6060),tensor(0.6848)
"Describe in detail the process of tea harvesting and post-harvest processing as practiced in Tanzania, including the techniques used in fermentation, rolling, drying, and sorting of the tea leaves.","#### Harvesting, processing, storage and transportation of tea:  
It takes two years for tea plants to be ready for harvesting. Picking of tea leaves requires experience because if it is done poorly, it may result in low-quality tea. Tea plants are normally plucked for 3-4 years after which all old branches are pruned for new shoots to grow. The plucked tea leaves undergo fermentation under regulated moisture to ensure quality tea product. Thereafter, tea leaves are rolled to enhance the breakup of the leaf cells and fibres. The leaves are then dried in temperatures of about 105°C. This process is called roasting or firing. Roasting stops fermentation and reduces moisture. Cool and dried tea is sorted in different sizes and graded. Unwanted particles are removed before packing. At this stage, tea is ready for consumption and export. Figure 2.6 shows the plucking of tea leaves in Iringa.  
Figure 2.6 Tea plucking in Mufindi, Iringa  
Source: Tea production...ratetea.com",tensor(0.4747),tensor(0.5462),tensor(0.5075),"Match each statement in Column A with the correct phrase in Column B:
| Column A | Column B |
| --------------------------------------------------------------------------------------------------------------------------- | -------------------------------- |
| 1. A type of agriculture involving growing of cash crops on large areas of land, mostly in tropical regions. | (i) Plantation agriculture |
| 2. Agriculture confined to the production of food crops for consumption by household members. | (f) Subsistence agriculture |
| 3. The system of keeping animals alongside cultivation. | (e) Mixed farming |
| 4. Another name for shifting cultivation. | (c) Slash and burn |
| 5. Beverage crops produced in plantations. | (g) Coffee and tea |
| 6. Labour is provided by the owner of the land and members of the family. | (h) Tea, cocoa and coffee |
| 7. A system of agriculture aimed at making profit through regular sale of farm products. | (b) Commercial livestock-keeping |
| 8. Countries practising the ranching system in the tropical savannah of Africa. | (l) Ranching |
| 9. It refers to the rearing of livestock with the main aim of producing meat, milk, wool and hides for commercial purposes. | (a) Tanzania, Ethiopia and Ghana |
| | (m) Tanzania, Kenya and Uganda |
| | (n) Coffee, maize and tea |",tensor(0.3813),tensor(0.4929),tensor(0.4258)
Explain how the emission of gases like sulfur dioxide and nitrogen dioxide from industrial activities contributes to environmental pollution and affects human health.,"#### Gases:  
Industrial activities produce harmful gases that pollute the environment. Such gases are sulphur dioxide, nitrogen dioxide, carbon dioxide, methane and other hydrocarbons. The gases emitted may cause respiratory and skin diseases. Sulphur dioxide can form sulphuric acid when it comes into contact with water in the atmosphere to form acid rain. Such rain corrodes rocks, iron sheets and pollute soils, lakes and rivers. Carbon dioxide is produced due to incomplete combustion of gases, oil, coal and wood. The high concentration of carbon dioxide in the atmosphere causes global warming.",tensor(0.4817),tensor(0.6076),tensor(0.5355),Mention any three industrial pollutants and explain their effects to people and environment.,tensor(0.6234),tensor(0.5443),tensor(0.5809)
True or False: Tourism is the major industry in Switzerland and it is the third largest export earner for the country.,"#### Importance of tourism in Switzerland:  
Tourism contributes to the economic development of Switzerland.
Tourism promotes Switzerland’s international relations and co-operation with other nations through tourist activities.
Tourism also stimulates other related sectors of the economy such as agriculture, market, and transportation since they all strive to help the provision of services in the tourism sector.
Moreover, tourism is the major industry in Switzerland. It is the third largest export earner and contributes significantly to the national economy.
Tourism promotes employment opportunities both within and outside the industry, therefore, it helps to improve people’s living standards.
Tourism promotes the spirit of appreciating other people’s cultures which, in turn, brings about cultural tolerance.
Furthermore, tourism contributes to the expansion of infrastructure throughout the country.",tensor(0.4251),tensor(0.5606),tensor(0.4821),Briefly explain any five factors for the growth and development of tourism in Switzerland.,tensor(0.5244),tensor(0.4848),tensor(0.5038)
"Discuss the specific climatic, soil, and rainfall conditions necessary for sisal cultivation as described in the textbook, and explain how these conditions influence sisal fiber production.","#### Conditions for growing sisal:  
Sisal growing needs high temperatures ranging between 25°C and 30°C. It also needs slight rainfall ranging from 650 mm to 1,500 mm. It is grown in well-drained loamy soil. This type of soil contains a lot of decayed vegetable matter with little amounts of sand and clay. Rainfall plays an important role as far as fibre production is concerned. On the whole, sisal does not need too much rainfall and cannot tolerate frosty conditions.",tensor(0.4267),tensor(0.5062),tensor(0.4626),Mention four crops that are grown in plantations.,tensor(0.5390),tensor(0.4321),tensor(0.4789)
Explain how secondary activities depend on primary activities to produce finished goods.,"## Preface  
This book, Geography for Secondary Schools is written specifically for Form Two students in the United Republic of Tanzania. The book is prepared according to the 2005 Geography Syllabus for Secondary Schools, Form I-IV issued by the Ministry of Education and Vocational Training.  
The book is divided into nine chapters, which are: Human activities, Agriculture, Water management for economic development, Sustainable use of forest resources, Mining industry, Tourism, Manufacturing industry, Sustainable use of power and energy resources, and Transport.  
Besides the content, each chapter includes activities and exercises. Learners are encouraged to do all activities and answer all questions. These activities and questions will enhance the learners’ acquisition of the intended knowledge, skills, and competencies for the Form Two level.  
Tanzania Institute of Education",tensor(0.4124),tensor(0.5523),tensor(0.4706),"Write True or False for the following statement:  
Secondary activities are carried out without depending on primary and tertiary activities.",tensor(0.5449),tensor(0.6476),tensor(0.5918)
Describe how wind affects the process of evapotranspiration.,"#### Wind:  
Wind affects evapotranspiration by keeping air in constant movement. This movement increases the rate of evapotranspiration as it clears any humidity around the plants, hence increasing the rate of transpiration.",tensor(0.3910),tensor(0.4952),tensor(0.4369),Explain why wind is a renewable energy source.,tensor(0.5421),tensor(0.4743),tensor(0.5057)
True or False: Placer mining is the same as alluvial mining.,"#### Alluvial/Placer mining:  
This method is employed where minerals occur in alluvial deposits. The alluvial mining or placer mining method involves mixing of the alluvial deposits with water in a container. This is a simple method used in collecting gold and other alluvial minerals using a pan in a river valley. It is known as panning or placer mining. It involves digging the sand and gravel from the river bed. The mineral is obtained by mixing the alluvial sand with water and swirling the pan around. Sometimes, it requires rotating the pan physically with force until the lighter particles are washed away and the heavier particles are left. Salt mining is an example of the alluvial mining method.",tensor(0.3887),tensor(0.5372),tensor(0.4505),"Write True or False for the following statement:  
Alluvial mining is the same as drift mining.",tensor(0.6231),tensor(0.6273),tensor(0.6227)
Define petroleum and natural gas and explain their main uses.,"##### Petroleum and natural gas:  
Petroleum and natural gas are in most cases related in occurrence. They are both products of animal and plant remains that have decomposed for a long time, usually billions of years. They appear naturally below the earth’s surface and are both fossil fuels. Whereas petroleum is a liquid substance, natural gas is a non-liquid substance. Petroleum and natural gas are in high demand in the world because of their large contribution to power and energy generation for domestic, automobile, and industrial use.",tensor(0.3953),tensor(0.5712),tensor(0.4670),"Explain why diamonds, petroleum and natural gas are important.",tensor(0.6356),tensor(0.6737),tensor(0.6539)
Explain how the lack of processing and storage facilities in nomadic pastoralism leads to significant losses of products.,"#### Disadvantages of nomadic pastoralism:  
Nomadic pastoralism suffers from lack of processing and storage facilities, hence causing a significant loss of the products. Also, over-grazing under nomadic pastoralism leads to soil erosion. Moreover, the control of diseases is difficult since animals are always on the move, which can affect the health of the animals and lower productivity in the process. For example, there have been cases of loss of large numbers of livestock due to lack of water and pasture. This situation affects the economy of the pastoralists. Furthermore, the practise of nomadic pastoralism tends to cause conflicts as they interfere with crop cultivators’ land. Because of their nomadic nature, many of the pastoralists’ children fail to attend formal education. As such, their periodic movements result in many of these children being denied their right to education and associated opportunities.",tensor(0.4559),tensor(0.6109),tensor(0.5217),Explain what nomadic pastoralism means.,tensor(0.5697),tensor(0.4819),tensor(0.5123)
True or False: Groundwater is the only additional water resource apart from surface water.,"Water resource management refers to the process of planning, developing, distributing and managing the effective use of water resources. In today’s interconnected world, there is no doubt about the value of integrated planning for sustainable development. There is a need to have an integrated water resources management that supports the economic, social and environmental dimensions of sustainable development. Integrated Water Resources Management is one of the initiatives for sustainable use of water resources, and it refers to a process of promoting the coordinated development and management of water, land and related resources, in order to maximise the resultant economic and social welfare in an equitable manner without compromising the sustainability of vital ecosystems. The management helps to protect the environment, foster economic growth and sustainable agricultural development, promote democratic participation in governance, and improve human health.",tensor(0.4002),tensor(0.5030),tensor(0.4452),"Write True or False for the following statement:  
Water transport is mostly used to transport goods.",tensor(0.5431),tensor(0.5241),tensor(0.5317)
"What are the steps and considerations involved in the preparation, planting, and care of coffee farms?","#### Farm preparation, planting, and care of coffee:  
Coffee farms need preparation for at least six months. The coffee seedlings are raised on seed-beds and transplanted after six months, with three meters spacing. The coffee trees are pruned annually to ensure maximum yield. Pruning is also done to facilitate the picking of coffee beans. Weeds such as star-grass and couch grass are removed to increase yield. Pruning is also done to facilitate the picking of coffee beans. Weeds such as star-grass and couch grass are removed to increase yields. In addition, spraying of coffee plants is done in cases of least rusting and Coffee Berry Diseases (CBD). Fertilisers such as nitrogen, phosphates, potassium and magnesium are applied in places where soil fertility is low.",tensor(0.3671),tensor(0.5127),tensor(0.4271),Mention three conditions necessary for successful growing of coffee.,tensor(0.4500),tensor(0.5096),tensor(0.4634)
"Explain the economic role of livestock farming in Tanzania by highlighting how it contributes to the nation's GDP, food security, employment, and other sectors of the economy.",#### Economic importance of livestock-keeping:,tensor(0.4863),tensor(0.5753),tensor(0.5243),"Traditional livestock farming is practised in areas where there is:
(a) Very low rainfall
(b) Heavy rainfall
(c) No rainfall
(d) Dry lands",tensor(0.3856),tensor(0.4029),tensor(0.3941)
Define industrial solid waste.,"#### Industrial solid waste:  
Solid waste such as paper and plastic products, bottles and cans, food and garden wastes from industries pollutes the environment. Waste is harmful as it may contribute to the transmission of diseases to human beings and plants.",tensor(0.3655),tensor(0.5913),tensor(0.4509),Define industrial pollution.,tensor(0.6853),tensor(0.7692),tensor(0.7155)
True or False: Human activities such as mining and agriculture always result in negative impacts on the environment.,"## Chapter One (Human Activities)  
### Introduction  
Human activities refer to things that people do or cause to happen. Human beings do such activities for social, economic, and political purposes. In this chapter, you will learn about human activities, types of human activities, and the importance of such activities.",tensor(0.4519),tensor(0.5169),tensor(0.4813),"Write True or False for the following statement:  
Types of human activities are related to the types of human settlements.",tensor(0.5491),tensor(0.5947),tensor(0.5708)
Describe the process of underground or shaft mining as outlined in the textbook and discuss its potential impacts on the environment.,"#### Underground or shaft mining:  
This method is used to excavate hard rocks to get valuable minerals which lay very deep below the earth’s surface. The method is usually used to dig rocks that contain gold, copper, silver, zinc, tin, lead and diamond.  
Figure 5.3 An open gold pit mine in Buzwagi, Shinyanga.
Source: https://tumemadini.go.tz  
Under this method, a vertical shaft is sunk into the earth’s crust to reach the layer with mineral ores. Passages and horizontal tunnels are then made to reach mineral deposits. Steel or concrete beams are erected to support tunnels and galleries from collapsing. Then, light railway trucks may be laid to carry the mineral ores to the foot of the shaft for lifting the ore to the surface.",tensor(0.3923),tensor(0.4924),tensor(0.4352),"Explain the meaning of each of the following terms:
(a) Alluvial mining
(b) Opencast mining
(c) Shaft mining",tensor(0.5571),tensor(0.5032),tensor(0.5249)
Name three regions in Tanzania where coffee is grown.,"### Coffee:  
Coffee is a crop which produces coffee beans that are processed to make a beverage (Figure 2.1). It forms an important cash crop for export. In Tanzania, coffee is grown in Kagera, Kilimanjaro, Arusha, Mbeya, Katavi, Iringa, Mara, Njombe, tanga, Morogoro, Kigoma, and Ruvuma regions (Figure 2.2). Coffee is also grown in Kenya, Uganda, Democratic Republic of Congo, Zambia, Rwanda and Ethiopia. Other countries include Cameroon, Brazil, Columbia, Indonesia, Honduras, India, Vietnam, The Philippines and Mexico. There are over 60 varieties of coffee yet only two of them have commercial importance; these are Arabica and Robusta.",tensor(0.3419),tensor(0.5530),tensor(0.4215),Mention three conditions necessary for successful growing of coffee.,tensor(0.5495),tensor(0.6023),tensor(0.5731)
True or False: Tropical monsoon forests are found primarily within 10º North and South of the Equator.,"#### Characteristics of a tropical monsoon forest  
A monsoon forest has characteristics that distinguish it from other types of forests. Monsoon forests contain thick undergrowth of shrubs and small trees. This poses a challenge to people and animals when it comes to passing through these forests. However, the forest is more open compared to equatorial rainforests. The main trees in these forests are teak, acacia, casuarina, and bamboo. Trees in this forest are moderately tall compared to trees of other types of forests. They grow up to 30 meters high. Trees are not as close as in tropical evergreen forests. Due to this reason, the undergrowth tends to be a bit thick.",tensor(0.4103),tensor(0.5578),tensor(0.4676),"Write True or False for the following statement:  
Most mangrove trees grow wipin 300 and 450 Norp of the Equator.",tensor(0.5392),tensor(0.5674),tensor(0.5523)
Explain how temperature influences the rate of evaporation.,"### Evaporation  
Evaporation is the process by which water changes from liquid to gas or vapour. During evaporation, water moves into the atmosphere in the form of water vapour or moisture. Water bodies such as rivers, lakes, seas, and oceans contribute about 90% of the moisture found in the atmosphere through evaporation. Water changes into vapour under the great influence of temperature. Areas with high temperatures and low humidity experience a high rate of evaporation. Evaporation is also determined by humidity and wind.",tensor(0.4318),tensor(0.6286),tensor(0.5115),"What is evaporation?
(a) Water freezes
(b) Water vapour meets cold air and changes back into liquid
(c) Water gets warm and changes from liquid to water vapour
(d) Plants take in water from the soil",tensor(0.4325),tensor(0.5492),tensor(0.4836)
Describe the role of livestock-keeping in the economic development of Tanzania.,"### Livestock-keeping  
Livestock-keeping is the rearing of animals and poultry for food and commercial purposes. The word 'livestock' applies primarily to cattle or dairy cows, goats, pigs, camels, horses, mules, poultry, and sheep. The word 'livestock' applies primarily to cattle or dairy cows, goats, pigs, camels, horses, mules, poultry and sheep. Poultry includes ducks, chicken, turkey, and geese. The population growth and ever increasing demand for food supply lead to the growth of livestock-keeping. Livestock-keeping contributes to the economic development of a country since it is a source of food as well as raw materials for industries. It is also a source of income as well as employment opportunities. Besides, it is a source of foreign currency.",tensor(0.4164),tensor(0.5497),tensor(0.4719),Suggest ways of solving challenges facing livestock-keeping in Tanzania.,tensor(0.7189),tensor(0.6600),tensor(0.6880)
Describe the role of transportation in tertiary economic activities.,"#### Tertiary activities:  
Tertiary activities belong to the service sector. These activities involve the provision of specialized services required for primary and secondary activities. Such activities include transport and communication, trading, administration, banking, and insurance.  
##### Transport and communication  
Transportation is the action or process of moving people, goods, and services from one place to another. This may be done by road, railway, air, pipeline, and water. Likewise, communication is the exchange of information between and among different people. Major means of communication include radio, television, newspapers, telephone, and the internet.  
##### Tourism",tensor(0.3893),tensor(0.5112),tensor(0.4406),"Write True or False for the following statement:  
Tertiary activities provide services whereas secondary activities are done for processing and manufacturing goods.",tensor(0.4391),tensor(0.5116),tensor(0.4725)
What are the main methods used for transporting timber and logs in Tanzania?,"### Transportation of timber  
In many parts of the world, logs are transported using different means. In Tanzania, timber and logs are transported mainly by road using large trucks and by railway. For example, the central railway and the Tanzania-Zambia Railway are used to transport logs. Some logs are transported by trucks to harbours like Dar es Salaam, Tanga, Mtwara, and Mwanza for exportation. In other parts of the world, logs are transported by water to ports or industrial centers.  
| Countries                    | Cubic Meters |
| ---------------------------- | ------------ |
| USA                          | 481,092,992  |
| India                        | 296,234,016  |
| China                        | 284,910,024  |
| Brazil                       | 236,422,218  |
| Canada                       | 176,692,000  |
| Russia                       | 162,300,000  |
| Indonesia                    | 119,208,572  |
| Ethiopia                     | 91,283,543   |",tensor(0.4085),tensor(0.5502),tensor(0.4635),Describe types of land transport.,tensor(0.4899),tensor(0.4459),tensor(0.4666)
"Define the term ""mitigating negative tourism impacts"".","#### Negative impact of tourism:  
The negative impact of tourism includes the following:  
Tourism has sometimes led to cultural interference and conflicts. Sometimes tourists bring with them practices that are unacceptable to the people in the host country, for example, ways of dressing, food style, and language. Moral decay has occurred in places that are visited by tourists. For example, cases of prostitution, same-sex relationships (homosexuality), and drug abuse have become common in areas with tourist attractions such as beaches and nightclubs.  
In addition, tourist activities in national parks and other protected areas may lead to environmental degradation such as off road driving and dumping of waste such as paper and plastics.  
Moreover, the continued presence of people and vehicles in the tourists sites may lead to change in animal behaviours.",tensor(0.4019),tensor(0.5137),tensor(0.4496),Mention any four positive and four negative impacts of tourism.,tensor(0.5869),tensor(0.5641),tensor(0.5752)
